autor,number of conversation,percent of conversations started by the authordifference between two preceding lines[s]6701449c68f937d3ef6026a99c9a4ed9,1,0.0,0.0
5c3b809e7afbcd00f6b1ead0a8ccf89e,1,0.0,0.0
d9a7010e04b803587f85ea9134e5ba38,1,0.0,0.0
7dd1367cea5a2b7f19247c58e53eec56,1,1.0,20.0
b1a7af428431391a3a8ec3ddc8958d80,1,1.0,0.0
977672519a1144853bcf2d22c8d5b071,1,0.0,20.0
fb13ded2cab8b299bf474f8e82bc79b2,1,0.0,50.0
cd2ba1ae82d56b5a0bfa9de2f145f903,1,1.0,60.0
0602c1029de9e4b095c2c7befd3129f6,1,1.0,30.0
84caedbb2942f9526604f13caba2097d,1,0.0,0.0
222b8d814fda929c8d637d106c044480,1,1.0,0.0
e4cb81977fcae37213479a4bcbff7c06,1,1.0,60.0
e493cadf63efde61a8a2e60d0cc303c9,1,0.0,21.0
70cf233561346a11a652a39cf7c98944,1,0.0,34.0
adb92d6a8aa94f97efb0424dd7fd6a2c,1,0.0,0.0
12cb83cec0b6f40ea92befbcbf059797,1,1.0,0.0
dcdea794c79ea2eaaabbe547ca2d71bd,1,1.0,0.0
2e4193d02fced2aa77e27486614c2355,1,0.0,0.0
30f78cd500afd51e75d8351e4418ed9a,3,0.666666666667,92.3333333333
cbd2ef3c74122aa1cb265baafb6e2bc4,1,1.0,0.0
8337ada0203c1ee687c3297121c20b1c,1,1.0,30.0
c807fed9901ed01dcc3a7af33945c7ab,3,0.333333333333,0.0
ffa1b52377058786f88e8cc1da316367,1,1.0,42.0
c91a32e5adeac6ebc24a995ef9c33f8d,1,1.0,0.0
2f46e9d4d1c95d9ba15fae592974ab5c,1,1.0,0.0
fd5686b9ed78f886973c06a05e8ae261,1,1.0,2.0
001b977c8cabbf837d4fc0dcd6eeb7e5,1,0.0,0.0
0dd9874026efd644999b09b4d6d249d7,1,0.0,0.0
cef14dc683f0362a4c20d872f156dd05,2,0.0,117.5
2a0abba52e2090454902b490b9c6ad29,1,1.0,0.0
7f8b6e4c41bfd1f002f9a0b87b8796ec,1,0.0,3.0
e67cbc8fb2962ead936ce74e659e7572,1,1.0,0.0
07bda247e6215208783e394f5295ad14,1,0.0,30.0
d6980d5e608eb0e1a39b1e396f846f36,1,1.0,0.0
ce02644972cfbe6f378287a46a1830d4,1,0.0,0.0
05fe76e267db07b3fe83798e3cafed24,1,0.0,0.0
94bfbbec038ec6ffa546f1ef94b60e05,1,0.0,0.0
6cdd2c4d20838d499285c3fdebee08f9,1,0.0,30.0
7b42c0c846f0cf092578e0f08c715fe3,1,1.0,0.0
363ced718ce5c8d62a1f2c9affb0d87b,2,0.5,165.0
ba0b3b8d9ca11e4785572a94c747b1c6,1,0.0,26.0
bd4fd493d2999ac590a6b5c006bac8ec,1,0.0,0.0
f5c1ae8950b036b5d29000a0b6566c1d,1,1.0,0.0
1a68f4f73c3f5273f253471d0d2ccf89,1,0.0,0.0
82c9a61cba4242e74c60939390a1cf6d,1,0.0,0.0
2ef6e5eae0aaff7998b6439247f95851,1,0.0,60.0
88ac086151d6bbb890532dab83b34667,1,0.0,0.0
fa0b0641ca4aeb1f7ea5c092abf0dbe5,1,1.0,0.0
693183c12cf866565bb7cd6b7f1f098c,2,0.0,0.0
1f1b03fdf5ed0dd9ff689b619ffe9f6a,1,1.0,0.0
09862db928992e153ca1a02a1488edf8,1,1.0,0.0
eff4d3490c54a882e63876bc704ddb24,1,0.0,0.0
